"","c..Ifitm1....Fcgbp....Kng2....Krt6a....Anxa8....Sprr2f....Fxyd5..."
"5717","Gm12165"
"5718","Gm13135"
"5719","Gm13586"
"5720","Gm11969"
"5721","Gm12274"
"5722","Gm12262"
"5723","Gm7363"
"5724","Gm12469"
"5725","Gm12577"
"5726","Gm15842"
"5727","Gm11869"
"5728","Platr3"
"5729","Gm9850"
"5730","Gm11947"
"5731","Gm16267"
"5732","Gm13684"
"5733","4930551L18Rik"
"5734","Gm11415"
"5735","Gm16208"
"5736","Gm12198"
"5737","Gm11527"
"5738","Gm12212"
"5739","Gm15736"
"5740","Gm13609"
"5741","Gm15850"
"5742","Gm14002"
"5743","Gm12236"
"5744","Gm12681"
"5745","Gm13583"
"5746","Gm11635"
"5747","Gm13067"
"5748","Gm12981"
"5749","Gm16195"
"5750","Gm15241"
"5751","Gm12811"
"5752","Gm13381"
"5753","Gm26372"
"5754","Gm23030"
"5755","Gm15898"
"5756","Gm2635"
"5757","Gm16541"
"5758","Gm8185"
"5759","Gm16572"
"5760","Gm6576"
"5761","Gm17097"
"5762","7420461P10Rik"
"5763","Gm17168"
"5764","Gm4707"
"5765","4931413I07Rik"
"5766","Gm20619"
"5767","4930535L15Rik"
"5768","Gm20656"
"5769","Gm20701"
"5770","Mrgpra2a"
"5771","Vmn2r-ps19"
"5772","Rhox5"
"5773","D630033O11Rik"
"5774","Gm5885"
"5775","Gm17222"
"5776","Gm9312"
"5777","Gm6098"
"5778","Gm16712"
"5779","Gm26879"
"5780","Gm26518"
"5781","Gm17276"
"5782","B430218F22Rik"
"5783","Gm8941"
"5784","Gm16630"
"5785","Gm17529"
"5786","Gm2093"
"5787","Gm8649"
"5788","Gm26646"
"5789","Gm26740"
"5790","Gm26811"
"5791","Gm10535"
"5792","Gm26947"
"5793","Gm26983"
"5794","Gm29514"
"5795","Gm29290"
"5796","Gm8292"
"5797","F730311O21Rik"
"5798","Gm28258"
"5799","Gm28730"
"5800","C730036E19Rik"
"5801","Gm38166"
"5802","2610012C04Rik"
"5803","Gm37245"
"5804","Gm36996"
"5805","Gm37666"
"5806","Gm37359"
"5807","Gm32250"
"5808","Gm38297"
"5809","Gm37126"
"5810","2900092O11Rik"
"5811","Gm43163"
"5812","Gm43076"
"5813","Gm42522"
"5814","Gm9409"
"5815","Gm43120"
"5816","Gm8925"
"5817","Gm43464"
"5818","Gm43309"
"5819","Gm43694"
"5820","Gm42883"
"5821","Gm44416"
"5822","Gm44958"
"5823","Gm44633"
"5824","Gm44636"
"5825","Gm44566"
"5826","RP24-487D5.4"
"5827","Defb2"
"5828","2200002J24Rik"
"5829","1810065E05Rik"
"5830","Slc7a15"
"5831","4930408O17Rik"
"5832","Mrps36-ps1"
"5833","9230112D13Rik"
"5834","4930449E01Rik"
"5835","Cyp2d26"
"5836","1700082M22Rik"
"5837","Lyzl1"
"5838","Cyp4f14"
"5839","Pou5f1"
"5840","Keg1"
"5841","4930412O13Rik"
"5842","Slco6d1"
"5843","Clec2e"
"5844","Opn1mw"
"5845","Ces2d-ps"
"5846","Myh2"
"5847","Gm6781"
"5848","Aldh3b3"
"5849","Gm5519"
"5850","E330034G19Rik"
"5851","Nlrp5-ps"
"5852","Myo15"
"5853","Olfr266"
"5854","2410080I02Rik"
"5855","Gimap1os"
"5856","4933415A04Rik"
"5857","C130073F10Rik"
"5858","Krtap4-16"
"5859","Gm6776"
"5860","Npy4r"
"5861","Krt31"
"5862","Skint7"
"5863","Ces2b"
"5864","Mrgprb2"
"5865","2410124H12Rik"
"5866","6030498E09Rik"
"5867","Wfdc15a"
"5868","Krt42"
"5869","Ugt2b5"
"5870","Gm9970"
"5871","Gm7936"
"5872","Gm5468"
"5873","Gm5420"
"5874","Prss2"
"5875","Gm5471"
"5876","Gm2531"
"5877","Gm5265"
"5878","Rpl18a-ps1"
"5879","Plg"
"5880","Gm5292"
"5881","Reg1"
"5882","1700020N15Rik"
"5883","Gm12222"
"5884","Rxfp3"
"5885","Orm2"
"5886","Ctrc"
"5887","Gm9701"
"5888","Hsd3b2"
"5889","Gm4987"
"5890","Ccr1l1"
"5891","Serpina3c"
"5892","Gm16551"
"5893","4921513D11Rik"
"5894","Dmrtc1c2"
"5895","Dmrtc1c1"
"5896","Xlr5c"
"5897","Cyp2d11"
"5898","Cyp2d9"
"5899","Gml2"
"5900","Cyp3a57"
"5901","Mrgprb3"
"5902","Mrgprb1"
"5903","Gm694"
"5904","Htr1d"
"5905","5830473C10Rik"
"5906","Ugt2b36"
"5907","Sdr16c6"
"5908","Reg3b"
"5909","Mcpt9"
"5910","Gm10373"
"5911","Gm10384"
"5912","Gm12000"
"5913","G6b"
"5914","Gm6086"
"5915","Gm21957"
"5916","Gm829"
"5917","Gm13304"
"5918","Fbxw18"
"5919","Fbxw19"
"5920","Mrgpra9"
"5921","Ces1h"
"5922","Gm10639"
"5923","Defa3"
"5924","Gm15284"
"5925","Defa21"
"5926","Gm6043"
"5927","Defb47"
"5928","Gm16409"
"5929","Trbv2"
"5930","Igkv1-99"
"5931","Ighv2-6-8"
"5932","Trav6-2"
"5933","Trav4-2"
"5934","Trav14-1"
"5935","Gm2574"
"5936","Gm3940"
"5937","Cyp4a12b"
"5938","Skint8"
"5939","Trim30c"
"5940","4930404H24Rik"
"5941","Gm5662"
"5942","Gm14010"
"5943","Cd209g"
"5944","Gm11149"
"5945","Gm14448"
"5946","Gm12419"
"5947","Gm15613"
"5948","Rpl30-ps3"
"5949","Gm11645"
"5950","Gm12565"
"5951","Gm11448"
"5952","Gm8880"
"5953","Gm14921"
"5954","Gm12508"
"5955","Amy2-ps1"
"5956","Gm12470"
"5957","Gm12712"
"5958","Gm14868"
"5959","5730416F02Rik"
"5960","Gm12097"
"5961","Gm11416"
"5962","Gm12726"
"5963","Gm13670"
"5964","Gm13641"
"5965","Gm12943"
"5966","Gm7429"
"5967","Gm15036"
"5968","Gm13542"
"5969","Gm14141"
"5970","Gm13740"
"5971","Gm13687"
"5972","Gm12344"
"5973","Gm15157"
"5974","Gm12700"
"5975","Gm14006"
"5976","Gm12774"
"5977","Gm11633"
"5978","Gm12988"
"5979","Gm15129"
"5980","Rpsa-ps11"
"5981","Gm6238"
"5982","Gm16518"
"5983","Gm6222"
"5984","Gm14699"
"5985","Gm5073"
"5986","Gm13567"
"5987","Gm9432"
"5988","Gm11581"
"5989","Gm8749"
"5990","Gm11652"
"5991","Gm15470"
"5992","Gm15154"
"5993","Gm11662"
"5994","Gm3828"
"5995","Gm15750"
"5996","Gm12294"
"5997","Gm5943"
"5998","Gm12527"
"5999","Gm14000"
"6000","Gm13400"
"6001","Gm12104"
"6002","Gm12422"
"6003","Hspe1-ps5"
"6004","Gm12036"
"6005","Gm14018"
"6006","Gm22343"
"6007","Gm12159"
"6008","Gm13954"
"6009","A830036E02Rik"
"6010","AA672651"
"6011","Ptprtos"
"6012","Gm16135"
"6013","Gm16224"
"6014","2310044K18Rik"
"6015","Gm2735"
"6016","Gm15774"
"6017","Gm13645"
"6018","Gm12847"
"6019","E130006D01Rik"
"6020","Gm15337"
"6021","Gm12300"
"6022","9430093N23Rik"
"6023","Gm13963"
"6024","Gm12272"
"6025","Gm15658"
"6026","Gm16234"
"6027","3110099E03Rik"
"6028","Gm16349"
"6029","Gm13442"
"6030","Gm14009"
"6031","Gm12056"
"6032","Gm14145"
"6033","Gm13012"
"6034","Gm13003"
"6035","Gm12707"
"6036","Chn1os1"
"6037","D030047H15Rik"
"6038","5330429C05Rik"
"6039","Gm14320"
"6040","Evx1os"
"6041","Gm11454"
"6042","Tmem150cos"
"6043","G630016G05Rik"
"6044","Gm15564"
"6045","Gm16246"
"6046","9130204K15Rik"
"6047","Kif16bos"
"6048","AA645442"
"6049","Gm15747"
"6050","Gm11775"
"6051","Gm13874"
"6052","Gm12414"
"6053","Gm15592"
"6054","E130215H24Rik"
"6055","Gm13523"
"6056","Gm15738"
"6057","Hopxos"
"6058","Maats1os"
"6059","Pmepa1os"
"6060","Cdrt4os1"
"6061","Gm14257"
"6062","Gm6058"
"6063","Rprl2"
"6064","Gm22037"
"6065","Gm23094"
"6066","Gm26415"
"6067","Gm24636"
"6068","Gm16568"
"6069","Gm16092"
"6070","Gm16570"
"6071","Gm16298"
"6072","Efhd1os"
"6073","Gm16134"
"6074","9230117E06Rik"
"6075","Gm16558"
"6076","Gm16113"
"6077","Gm8459"
"6078","Gm16114"
"6079","Gm16137"
"6080","Gm16573"
"6081","Gm16167"
"6082","Ugt1a9"
"6083","Ang-ps1"
"6084","1700025N21Rik"
"6085","Gm17199"
"6086","Gad1-ps"
"6087","Gm17196"
"6088","Gm4450"
"6089","Gm4340"
"6090","Gm17134"
"6091","A930018M24Rik"
"6092","Speer4e"
"6093","AU040972"
"6094","Olfr93"
"6095","Gm17541"
"6096","Gm20499"
"6097","4930518C09Rik"
"6098","Gm20478"
"6099","Gm20531"
"6100","1700092C10Rik"
"6101","Gm19246"
"6102","Gm20481"
"6103","Gm22993"
"6104","Gm20663"
"6105","Gm20688"
"6106","Gm9994"
"6107","Gm20760"
"6108","Nutf2-ps2"
"6109","Igkv4-54"
"6110","AC123873.1"
"6111","Igkv3-3"
"6112","Trbv12-2"
"6113","Cyp2d34"
"6114","Gm13271"
"6115","Trav14d-3-dv8"
"6116","AC132444.3"
"6117","Gm21370"
"6118","Defa20"
"6119","AC125149.5"
"6120","Gm13043"
"6121","Ighv5-12"
"6122","Gm6619"
"6123","Gm21818"
"6124","Igkv11-125"
"6125","Gm5451"
"6126","Ighv1-43"
"6127","Gm16416"
"6128","Cphx1"
"6129","9930004E17Rik"
"6130","Gm10424"
"6131","Gm5808"
"6132","Gm14355"
"6133","Gm10591"
"6134","Gm4858"
"6135","Trav7-3"
"6136","Gm26558"
"6137","Pantr2"
"6138","Platr7"
"6139","Gm26626"
"6140","2310002F09Rik"
"6141","Gm26595"
"6142","4933416M07Rik"
"6143","Gm26685"
"6144","A930038B10Rik"
"6145","Gm8705"
"6146","Gm26670"
"6147","D630011A20Rik"
"6148","Gm26521"
"6149","Gm26522"
"6150","Gm26894"
"6151","Gm26583"
"6152","Gm26653"
"6153","Gm26677"
"6154","Gm26660"
"6155","Gm17322"
"6156","Gm26764"
"6157","Gm26849"
"6158","AI115009"
"6159","Gm26899"
"6160","Gm16685"
"6161","Gm26812"
"6162","Gm5652"
"6163","Gm9081"
"6164","Gm6944"
"6165","Gm3890"
"6166","Gm28039"
"6167","5830468F06Rik"
"6168","Gtpbp4-ps1"
"6169","Gm19541"
"6170","Gm20111"
"6171","Gm27254"
"6172","Gm29599"
"6173","1600019K03Rik"
"6174","Gm28309"
"6175","Gm28857"
"6176","Gm28548"
"6177","Gm6651"
"6178","Gm5960"
"6179","Gm28863"
"6180","Gm29642"
"6181","Gm5527"
"6182","Gm7776"
"6183","Gm3841"
"6184","C4bp-ps1"
"6185","Gm28068"
"6186","Gm29417"
"6187","Gm29336"
"6188","Gm17867"
"6189","Gm29186"
"6190","Gm29152"
"6191","Gm14501"
"6192","Gm28873"
"6193","Gm19503"
"6194","Gm28231"
"6195","Gm28163"
"6196","Hist1h3h"
"6197","Mrgprb9-ps"
"6198","Gm29200"
"6199","Gm7436"
"6200","Gm21181"
"6201","Gm29228"
"6202","4933417E11Rik"
"6203","Gm10550"
"6204","Gm28693"
"6205","Gm28722"
"6206","Gm28625"
"6207","Gm17813"
"6208","Gm4319"
"6209","Gm36569"
"6210","Gm38171"
"6211","D630023O14Rik"
"6212","Gm21949"
"6213","Gm5103"
"6214","Gm37289"
"6215","Gm37435"
"6216","Gm37218"
"6217","Gm6209"
"6218","1700016A09Rik"
"6219","Ighv1-62"
"6220","Gm9694"
"6221","Ighv1-11"
"6222","Gm37851"
"6223","Gm37853"
"6224","Ighv1-25"
"6225","A930005N03Rik"
"6226","Gm37548"
"6227","Gm37787"
"6228","Gm37913"
"6229","Gm37273"
"6230","Gm37179"
"6231","Gm29808"
"6232","Gm37042"
"6233","1700063I16Rik"
"6234","Gm37670"
"6235","2810405F15Rik"
"6236","Gm34882"
"6237","Gm38329"
"6238","Gm38316"
"6239","B230112G18Rik"
"6240","Gm37120"
"6241","Gm37362"
"6242","Gm38275"
"6243","Gm30292"
"6244","Gm36953"
"6245","Gm38247"
"6246","Gm38299"
"6247","A130071D04Rik"
"6248","Gm38283"
"6249","Gm10253"
"6250","Gm37065"
"6251","Gm42686"
"6252","Gm42836"
"6253","4921539H07Rik"
"6254","Gm21168"
"6255","Gm43603"
"6256","1500005C15Rik"
"6257","Gm43388"
"6258","Gm43643"
"6259","Gm6059"
"6260","Gm29736"
"6261","Gm42693"
"6262","Gm18555"
"6263","Gm6089"
"6264","Igkv3-11"
"6265","Gm43743"
"6266","Gm42586"
"6267","Gm43398"
"6268","Gm42816"
"6269","Gm43237"
"6270","Gm42587"
"6271","Gm43385"
"6272","Gm43141"
"6273","Ighv1-83"
"6274","4930563F08Rik"
"6275","Gm42997"
"6276","Gm42627"
"6277","Gm42928"
"6278","Gm43048"
"6279","Gm2213"
"6280","Gm42892"
"6281","Gm9523"
"6282","Gm43288"
"6283","Gm43733"
"6284","Gm9397"
"6285","4632404M16Rik"
"6286","Gm34139"
"6287","Gm42585"
"6288","Gm42562"
"6289","Gm43521"
"6290","Gm38509"
"6291","Gm43646"
"6292","Gm43070"
"6293","Ighv1-70"
"6294","Gm43181"
"6295","Gm43599"
"6296","Gm42962"
"6297","Gm19798"
"6298","Gm42906"
"6299","2900076G11Rik"
"6300","Gm35648"
"6301","Gm42867"
"6302","Gm43152"
"6303","Gm18753"
"6304","Gm42661"
"6305","Gm20553"
"6306","Gm7468"
"6307","Gm44442"
"6308","Gm44031"
"6309","Gm44293"
"6310","Gm43918"
"6311","Gm44965"
"6312","Olfr1358"
"6313","Gm44253"
"6314","Gm44317"
"6315","Gm44292"
"6316","Gm44649"
"6317","D530033B14Rik"
"6318","Gm45205"
"6319","Gm18561"
"6320","Gm44924"
"6321","Rpl15-ps5"
"6322","4930413G21Rik"
"6323","Gm45203"
"6324","Gm44792"
"6325","Gm18310"
"6326","RP23-144N15.3"
"6327","Gm44759"
"6328","Gm2511"
"6329","2310043P16Rik"
"6330","Gm29763"
"6331","Gm5320"
"6332","Gm44776"
"6333","E230020D15Rik"
"6334","Gm2448"
"6335","Gm45067"
"6336","Gm45158"
"6337","Gm44619"
"6338","Gm44969"
"6339","Gm45104"
"6340","Gm44659"
"6341","4930453L07Rik"
"6342","9530078K11Rik"
"6343","Gm45190"
"6344","AI314278"
"6345","Gm32983"
"6346","Vmn2r-ps88"
"6347","Gm44863"
"6348","Gm44983"
"6349","Gm44810"
"6350","Gm44891"
"6351","Gm8463"
"6352","Gm31401"
"6353","RP23-167I14.1"
"6354","RP23-277H6.2"
"6355","RP23-57D10.3"
"6356","RP23-312E2.1"
"6357","RP23-238C13.3"
"6358","RP23-152A2.3"
"6359","RP24-125B17.1"
"6360","RP24-140P18.2"
"6361","RP23-434L22.2"
"6362","RP24-163M14.1"
"6363","RP23-235J18.1"
"6364","RP24-351P7.8"
"6365","RP24-82M4.2"
"6366","RP23-348E18.4"
"6367","RP23-243D10.3"
"6368","RP23-355I5.3"
"6369","RP24-140P18.1"
"6370","Gm11336"
"6371","Gm42417"
"6372","Art2b"
"6373","Apol7c"
"6374","Gm10540"
"6375","Gm10805"
"6376","Trbv26"
"6377","Gm10913"
"6378","Gm12275"
"6379","Gm13351"
"6380","Gm12218"
"6381","Gm15984"
"6382","Gm13446"
"6383","Gm15317"
"6384","Gm15533"
"6385","B230398E01Rik"
"6386","Gm10171"
"6387","Gm17100"
"6388","Foxl2os"
"6389","D430036J16Rik"
"6390","Gm26952"
"6391","Gm28040"
"6392","Gm29367"
"6393","Gm28404"
"6394","Gm37500"
"6395","Gm40190"
"6396","Gm42470"
"6397","Gm43327"
"6398","C79130"
"6399","Gm43489"
"6400","Gm43011"
"6401","Gm43600"
"6402","Gm44662"
"6403","RP24-243J4.5"
"6404","Lncenc1"
"6405","Gm12164"
"6406","Gm13651"
"6407","Gm23085"
"6408","Gm17102"
"6409","Trbv12-1"
"6410","Gm28883"
"6411","Gm20427"
"6412","March1"
"6413","Rsph10b"
"6414","Gm14407"
"6415","Gm16577"
"6416","Cd55b"
"6417","9130011E15Rik"
"6418","Gm44250"
"6419","Rpl17-ps9"
"6420","4930480K23Rik"
"6421","Gm17257"
"6422","Tmem29"
"6423","Gm5560"
"6424","2410022M11Rik"
"6425","Col4a3bp"
"6426","Gm29609"
"6427","Ppp2r4"
"6428","4933421A08Rik"
"6429","Gm43819"
"6430","Psg16"
"6431","Gm14197"
"6432","Gm17518"
"6433","Gm16211"
"6434","Car15"
"6435","AC151602.13"
"6436","Rpsa-ps2"
"6437","Rps12-ps10"
"6438","Scd3"
"6439","Gm14480"
"6440","Gm44833"
"6441","Rpl36a-ps1"
"6442","1700037F24Rik"
"6443","Gm6091"
"6444","Glt28d2"
"6445","Gm15956"
"6446","Gm7889"
"6447","Gm44984"
"6448","9430037O13Rik"
"6449","Ms4a4b"
"6450","Gm7902"
"6451","Gm10134"
"6452","Gm15421"
"6453","Dhrs7"
"6454","Gm16536"
"6455","Gm5835"
"6456","Gm12902"
"6457","Zfp65"
"6458","Gm20302"
"6459","Gm8752"
"6460","Mir8097"
"6461","Firre"
"6462","1700048M11Rik"
"6463","Gm17194"
"6464","Siglece"
"6465","Gm37665"
"6466","Gm43835"
"6467","Gm7592"
"6468","Gm38037"
"6469","Slmo2"
"6470","Gm15601"
"6471","Gm11821"
"6472","Gm25219"
"6473","Eif3j1"
"6474","Cldn20"
"6475","Zfp867"
"6476","Bola2"
"6477","Gm38228"
"6478","B230216N24Rik"
"6479","Gm38336"
"6480","Gm16094"
"6481","Gm4575"
"6482","Gm15420"
"6483","Gm18537"
"6484","Gm12583"
"6485","Thap6"
"6486","Gm44280"
"6487","4933440N22Rik"
"6488","Gm17055"
"6489","A530017D24Rik"
"6490","Gm16278"
"6491","9130023H24Rik"
"6492","Gm37352"
"6493","Svs6"
"6494","Gm3654"
"6495","Gng5"
"6496","Gm5069"
"6497","Gm15361"
"6498","Gm26448"
"6499","Gm9922"
"6500","Gm15247"
"6501","BC021767"
"6502","Gm5741"
"6503","Gm7895"
"6504","1110038B12Rik"
"6505","Gm23183"
"6506","Gm16335"
"6507","1700030A11Rik"
"6508","Gm16275"
"6509","4930447M23Rik"
"6510","Pttg1"
"6511","Gm13404"
"6512","1600010M07Rik"
"6513","Ighv1-15"
"6514","Gm14221"
"6515","Gm17638"
"6516","2700097O09Rik"
"6517","Gm5278"
"6518","Gm11914"
"6519","Gm16596"
"6520","RP24-83E15.3"
"6521","2900041M22Rik"
"6522","Large"
"6523","C230096K16Rik"
"6524","C230062I16Rik"
"6525","Bloc1s2-ps"
"6526","2610524H06Rik"
"6527","Gm15234"
"6528","Gm15497"
"6529","Gm13534"
"6530","Rps8-ps1"
"6531","Gm44985"
"6532","4930577N17Rik"
"6533","AC132444.1"
"6534","Gm28523"
"6535","1700071M16Rik"
"6536","Lgals7"
"6537","Spin2c"
"6538","4933431C10Rik"
"6539","C920021L13Rik"
"6540","Gm17354"
"6541","Gm11451"
"6542","Gm15429"
"6543","Gm28382"
"6544","RP23-108H19.3"
"6545","Gm16206"
"6546","Snora73b"
"6547","A730081D07Rik"
"6548","Gm12115"
"6549","Ttc25"
"6550","Gm2223"
"6551","Gm12416"
"6552","Gm12439"
"6553","Hspd1-ps3"
"6554","RP23-248P8.2"
"6555","Tmem202"
"6556","AA413626"
"6557","Hist1h2bn"
"6558","Scarna6"
"6559","Gm17576"
"6560","A530072M11Rik"
"6561","Hspe1"
"6562","Gm16437"
"6563","Gm42421"
"6564","AI838599"
"6565","Etaa1os"
"6566","Zfp458"
"6567","Gm13033"
"6568","Gm15708"
"6569","Gm21378"
"6570","Gm16439"
"6571","Gm44890"
"6572","Gm2026"
"6573","Kpna2-ps"
"6574","Tldc1"
"6575","Slc26a10"
"6576","Gm26671"
"6577","Gm7251"
"6578","Oas1c"
"6579","2810403D21Rik"
"6580","RP24-252B21.3"
"6581","1700113A16Rik"
"6582","2610507I01Rik"
"6583","Gm10382"
"6584","1810022K09Rik"
"6585","Gm12183"
"6586","Gm11273"
"6587","Minos1"
"6588","Gm6142"
"6589","Gm15899"
"6590","Gm5430"
"6591","Gm10552"
"6592","Fam129a"
"6593","Gm45120"
"6594","Gm7901"
"6595","Gm14295"
"6596","Gm7932"
"6597","2610203C22Rik"
"6598","Mterf1a"
"6599","Gm34248"
"6600","Gm10197"
"6601","Gm11960"
"6602","Gm26641"
"6603","Ralgds"
"6604","Rpl36a-ps3"
"6605","Klrb1a"
"6606","Mrto4-ps2"
"6607","Gm15264"
"6608","Gsg2"
"6609","BC037039"
"6610","Nudt4"
"6611","Fam214b"
"6612","Gm13226"
"6613","Gm27028"
"6614","Rnf7"
"6615","Raet1e"
"6616","Gm26797"
"6617","Gm45193"
"6618","Gm3788"
"6619","Gm20442"
"6620","2010300C02Rik"
"6621","Gm28661"
"6622","4930426I24Rik"
"6623","Gm27219"
"6624","Zfp472"
"6625","Rps12-ps4"
"6626","Gm7862"
"6627","Gm26733"
"6628","Gm3244"
"6629","Gm44954"
"6630","Gm31532"
"6631","Akr1c18"
"6632","Gm37379"
"6633","Gm10337"
"6634","Gm13470"
"6635","Zfp783"
"6636","Smek2"
"6637","Zfp54"
"6638","Tctex1d2"
"6639","Clec4b1"
"6640","Gm21807"
"6641","2810025M15Rik"
"6642","Rsc1a1"
"6643","Gm25395"
"6644","Gm26734"
"6645","Gm27177"
"6646","Gm16310"
"6647","Gm12960"
"6648","Gm44075"
"6649","Gm7180"
"6650","6330416G13Rik"
"6651","Hsd3b1"
"6652","9530082P21Rik"
"6653","Cyp2j9"
"6654","Gm43413"
"6655","Gm15784"
"6656","Gm9824"
"6657","Rpl7a-ps5"
"6658","Gm12226"
"6659","4930515G01Rik"
"6660","Gm9949"
"6661","9330162012Rik"
"6662","Gm3571"
"6663","Gm43460"
"6664","Gm12867"
"6665","Gm14277"
"6666","Gm13717"
"6667","RP23-220F20.2"
"6668","Gm7027"
"6669","Gm10031"
"6670","Fam179b"
"6671","Gm17224"
"6672","Rpl9-ps6"
"6673","Sp3os"
"6674","RP24-92F8.4"
"6675","Gm7286"
"6676","Gm12033"
"6677","Gm12356"
"6678","Gm44424"
"6679","Gm29361"
"6680","RP24-77E13.4"
"6681","Gm6611"
"6682","Gm6377"
"6683","Gzmg"
"6684","Gm14251"
"6685","Gm43863"
"6686","Gm28900"
"6687","Gm4961"
"6688","Gm17202"
"6689","Gm10676"
"6690","Fam63b"
"6691","Gm17066"
"6692","Atg4a"
"6693","Gm4613"
"6694","Gm11948"
"6695","A930012O16Rik"
"6696","Gm45221"
"6697","Gm15788"
"6698","Gm26813"
"6699","2610027K06Rik"
"6700","Gm38155"
"6701","Gm28874"
"6702","4930513N10Rik"
"6703","Gm15401"
"6704","Gm12946"
"6705","Gm37274"
"6706","Mxra8os"
"6707","Gm43034"
"6708","Gm9234"
"6709","6530409C15Rik"
"6710","Gm7496"
"6711","2310069B03Rik"
"6712","Gm11696"
"6713","1700013F07Rik"
"6714","Cd209c"
"6715","Gstp1"
"6716","Gm24924"
"6717","Gm13573"
"6718","Gm23833"
"6719","A230005M16Rik"
"6720","RP24-502J3.1"
"6721","Gm11605"
"6722","Gm4691"
"6723","1700092M07Rik"
"6724","Gm4759"
"6725","Gm11946"
"6726","Gm14866"
"6727","9530051G07Rik"
"6728","Gm17968"
"6729","Gm10076"
"6730","Zfp97"
"6731","Vimp"
"6732","Gm42903"
"6733","Gm44357"
"6734","Gm14443"
"6735","Gm7809"
"6736","Gm37233"
"6737","Dnaic2"
"6738","RP23-414P13.3"
"6739","1700122E12Rik"
"6740","1500017E21Rik"
"6741","Akt2-ps"
"6742","Gm17396"
"6743","A730056A06Rik"
"6744","Gm44861"
"6745","Rpl3-ps2"
"6746","Gm8066"
"6747","Gm10268"
"6748","Gm5540"
"6749","Gm7694"
"6750","Gm8539"
"6751","Gm20657"
"6752","Gm38300"
"6753","RP24-285L8.2"
"6754","Acot1"
"6755","8430419K02Rik"
"6756","Gm6180"
"6757","Gm10036"
"6758","Gm43584"
"6759","Gm26767"
"6760","9330020H09Rik"
"6761","Gm11766"
"6762","Gm12116"
"6763","2310031A07Rik"
"6764","RP24-348E18.1"
"6765","1700060J05Rik"
"6766","Gm5514"
"6767","H19"
"6768","Gm5578"
"6769","Gm43661"
"6770","Gm13342"
"6771","Gm26724"
"6772","5430427N15Rik"
"6773","Gm10069"
"6774","Cox20-ps"
"6775","Gm10156"
"6776","Gm28044"
"6777","Gm11868"
"6778","Gm12182"
"6779","Gm26083"
"6780","Gm26711"
"6781","RP23-478L20.2"
"6782","Ap3s1-ps1"
"6783","Gm26841"
"6784","BC021891"
"6785","Gm37986"
"6786","Gm15538"
"6787","Uqcrh"
"6788","A430057M04Rik"
"6789","Gm9419"
"6790","Gm37669"
"6791","Gm44710"
"6792","Gm11889"
"6793","5830432E09Rik"
"6794","Gm10132"
"6795","6430531B16Rik"
"6796","Gm26750"
"6797","Gm44793"
"6798","Gm43595"
"6799","Snhg5"
"6800","AW146154"
"6801","Mkl2"
"6802","Speer4c"
"6803","Wbp11"
"6804","Bglap2"
"6805","Gm15883"
"6806","BC046401"
"6807","Gm11263"
"6808","Ptma"
"6809","Gm28439"
"6810","Tnfrsf14"
"6811","Gm14719"
"6812","Gm13245"
"6813","Gal3st2"
"6814","Gm15246"
"6815","1700001G11Rik"
"6816","Wash1"
"6817","Adh1"
"6818","RP23-418L5.3"
"6819","Gm43989"
"6820","Gm14435"
"6821","Gm15492"
"6822","Gad1os"
"6823","Gm9776"
"6824","1700021F05Rik"
"6825","Gm7221"
"6826","Gm14305"
"6827","Gm9396"
"6828","Gm17619"
"6829","1810063I02Rik"
"6830","Garem"
"6831","Rps18-ps1"
"6832","Dhx58os"
"6833","C430014B12Rik"
"6834","Pydc3"
"6835","Gm13663"
"6836","Hist1h2ak"
"6837","Gm42941"
"6838","Pigz"
"6839","Gm27029"
"6840","Gm11663"
"6841","Gm37276"
"6842","Ctf2"
"6843","Gm12735"
"6844","Gm13391"
"6845","Gm43437"
"6846","Gm15777"
"6847","4933427E11Rik"
"6848","Gm6807"
"6849","Zfp950"
"6850","Tusc5"
"6851","Gm13292"
"6852","Gm12366"
"6853","H2-T24"
"6854","Gm14121"
"6855","Gm14148"
"6856","Gm15353"
"6857","Arxes1"
"6858","Gm38192"
"6859","Gm12034"
"6860","Rps10-ps4"
"6861","Klrb1f"
"6862","BC030499"
"6863","Gm27893"
"6864","Gm11246"
"6865","Gm44901"
"6866","Gm1862"
"6867","Gm26514"
"6868","Fth-ps2"
"6869","Gm12932"
"6870","Gm20691"
"6871","Gm44837"
"6872","B230206H07Rik"
"6873","Gm14026"
"6874","Gm14453"
"6875","4930579K19Rik"
"6876","Gm14488"
"6877","4921514A10Rik"
"6878","Gm15651"
"6879","Zfp953"
"6880","Bloc1s6os"
"6881","Gm10916"
"6882","6720483E21Rik"
"6883","4933417C20Rik"
"6884","2610206C17Rik"
"6885","RP23-423B21.6"
"6886","Gm8508"
"6887","Gm13988"
"6888","Gm5510"
"6889","Gm14703"
"6890","Gm9790"
"6891","Gm8894"
"6892","Gm44775"
"6893","Gm4787"
"6894","B430212C06Rik"
"6895","Gm14822"
"6896","Gm14040"
"6897","Gm8623"
"6898","Gm32391"
"6899","Gm21762"
"6900","Phf2os1"
"6901","Gm26534"
"6902","Zfp960"
"6903","Gm4895"
"6904","Gm10638"
"6905","Gm26762"
"6906","Gm24011"
"6907","Fam71f1"
"6908","Carmn"
"6909","Gm14279"
"6910","BC016548"
"6911","Fam63a"
