"","c..Gm5637....Gm6024....Gm5385....Rpl9.ps6....Frg2f1....Gbp8..."
"6076","Mmp10"
"6077","Gm37692"
"6078","Gm27185"
"6079","Rps11-ps5"
"6080","Gm18702"
"6081","Gm11942"
"6082","Gm21007"
"6083","Gm49148"
"6084","Gm4510"
"6085","Gm12601"
"6086","Ceacam13"
"6087","Gm48557"
"6088","Gm47330"
"6089","Dynll1"
"6090","Gm15225"
"6091","Atp6ap1l"
"6092","Gm12182"
"6093","Olfr798"
"6094","Gm5159"
"6095","Srp54b"
"6096","Gm11416"
"6097","Gm8266"
"6098","Gm13102"
"6099","Atp6v0c-ps2"
"6100","Gm17402"
"6101","Zfp788"
"6102","Gm7939"
"6103","Gm20438"
"6104","Gm20715"
"6105","Plk-ps1"
"6106","Gm18343"
"6107","Gm47098"
"6108","Olfr1245"
"6109","Gm9264"
"6110","Gm6394"
"6111","Olfr533"
"6112","Speer6-ps1"
"6113","Gm5847"
"6114","Olfr976"
"6115","Gm15483"
"6116","Gm18832"
"6117","Gm35857"
"6118","Hyi"
"6119","Gm5119"
"6120","Psg27"
"6121","Ttc39d"
"6122","Gm11673"
"6123","Olfr1065"
"6124","Ighv6-1"
"6125","Gm2862"
"6126","Gm43596"
"6127","Gm20789"
"6128","Gm42915"
"6129","9030025P20Rik"
"6130","Gm3558"
"6131","Skint6"
"6132","Gm44285"
"6133","Gm9762"
"6134","Krtap5-1"
"6135","Gm5561"
"6136","Gm19156"
"6137","Gm18001"
"6138","Gm14403"
"6139","Gm17990"
"6140","Olfr827"
"6141","Pramel26"
"6142","Gm18193"
"6143","Gm5513"
"6144","Gm8174"
"6145","Olfr654"
"6146","Gm48848"
"6147","Rps2-ps7"
"6148","Olfr523"
"6149","Slc22a13"
"6150","Gm6767"
"6151","Psma5-ps"
"6152","Hspe1-ps1"
"6153","Gm36953"
"6154","Gm7232"
"6155","Gm15843"
"6156","Rpl30-ps8"
"6157","Rpl31-ps6"
"6158","Gm48272"
"6159","Vmn2r35"
"6160","Cd209c"
"6161","Ctsj"
"6162","Gm17821"
"6163","Fabp3-ps1"
"6164","Gm45126"
"6165","Gm5229"
"6166","Gm6264"
"6167","Gm45269"
"6168","Lce3d"
"6169","Slc5a4a"
"6170","Ly6g2"
"6171","Wdr20"
"6172","Olfr1330"
"6173","Gm28437"
"6174","Gm4766"
"6175","Gm6500"
"6176","Olfr317"
"6177","Gm16353"
"6178","Gm18956"
"6179","Gm11627"
"6180","Slc22a20"
"6181","Gm9577"
"6182","Gm7435"
"6183","Gm7626"
"6184","Gm18914"
"6185","Gm18116"
